26062,2,4,7,14,28,29,9
26061,1,4,5,15,23,28,7
26060,7,9,10,16,22,27,11
26059,8,16,26,28,29,30,15
26058,1,4,7,21,29,30,1
26057,1,10,22,24,28,30,7
26056,1,10,22,24,28,30,7
26055,4,11,24,25,32,33,13
26054,13,20,25,29,30,33,2
26053,1,2,3,8,13,14,2
26052,1,3,11,22,26,31,11
26051,9,14,15,16,29,30,10
26050,6,9,25,27,28,30,3
26049,3,4,14,15,18,20,2
26048,9,15,18,24,28,33,1
26047,7,16,21,24,27,30,7
26046,2,9,10,24,31,33,16
26045,4,11,15,17,24,30,15
26044,2,14,17,18,22,30,1
26043,6,9,14,16,25,32,16
26042,2,7,12,19,24,31,10
26041,2,8,10,17,19,24,13
26040,3,4,14,22,23,33,4
26039,8,17,18,21,25,30,5
26038,1,2,13,23,25,27,5
26037,11,22,27,29,31,33,12
26036,6,10,12,15,22,28,8
26035,2,6,12,24,25,32,2
26034,1,3,7,13,22,23,7
26033,3,6,13,21,28,29,6
26032,1,3,11,18,31,33,2
26031,3,10,12,13,18,33,8
26030,10,11,14,19,22,24,4
26029,6,19,22,23,28,31,5
26028,2,6,9,17,25,28,15
26027,2,13,17,18,25,26,13
26026,2,9,16,22,25,29,3
26025,2,3,15,20,23,24,10
26024,1,2,13,21,23,29,14
26023,1,3,8,10,23,29,6
26022,15,18,23,25,28,32,11
26021,3,13,25,26,30,31,4
26020,1,13,14,21,24,30,2
26019,7,8,16,17,18,30,1
26018,11,15,17,22,25,30,7
26017,1,3,5,18,29,32,4
26016,4,5,9,10,27,30,13
26015,7,10,13,22,27,31,12
26014,7,13,19,22,26,32,1
26013,4,9,12,13,16,20,1
26012,3,5,7,16,20,24,8
26011,2,3,4,20,31,32,4
26010,4,9,10,15,19,26,12
26009,3,6,13,19,23,25,10
26008,6,9,16,27,31,33,10
26007,9,13,19,27,29,30,1
26006,2,6,22,23,24,28,15
26005,1,20,22,27,30,33,10
26004,3,7,8,9,18,32,10
26003,5,6,9,21,28,30,16
26002,1,5,7,18,30,32,2
26001,2,6,11,12,13,33,15
25151,8,9,14,22,28,30,4
25150,6,13,17,19,24,31,8
25149,1,2,4,6,22,30,10
25148,3,4,9,10,15,22,16
25147,1,3,5,8,22,33,8
25146,5,7,12,24,26,28,2
25145,11,12,15,18,25,32,14
25144,1,8,15,20,26,33,13
25143,2,9,12,13,15,24,3
25142,2,13,15,23,27,31,16
25141,2,4,5,10,12,13,6
25140,1,3,4,12,18,24,5
25139,2,5,17,22,30,33,6
25138,10,13,14,23,24,27,15
25137,2,8,11,23,27,29,5
25136,8,10,14,23,28,32,12
25135,1,2,5,9,25,32,10
25134,3,5,9,13,26,29,12
25133,5,14,17,19,20,33,7
25132,4,8,10,21,23,32,11
25131,3,13,14,18,24,31,3
25130,1,5,8,14,19,23,6
25129,3,4,7,13,20,30,3
25128,2,10,18,19,24,27,1
25127,3,9,15,17,19,28,3
25126,2,12,13,16,19,25,10
25125,3,9,12,13,26,32,9
25124,1,2,18,19,21,33,13
25123,7,9,23,24,25,26,10
25122,16,18,19,20,25,31,13
25121,6,8,10,25,29,30,8
25120,1,2,4,7,13,32,7
25119,6,9,23,26,28,32,11
25118,1,10,11,16,24,26,3
25117,6,8,17,20,25,33,10
25116,2,4,8,24,28,31,9
25115,2,3,8,19,24,30,2
25114,1,20,21,25,26,27,10
25113,8,10,13,15,24,31,16
25112,3,9,11,13,20,32,2
25111,9,14,18,28,31,33,12
25110,1,5,11,14,16,19,8
25109,5,6,9,17,18,31,3
25108,1,9,14,17,22,33,7
25107,2,3,10,15,25,33,13
25106,4,5,17,22,26,30,4
25105,4,7,18,24,26,28,8
25104,2,5,15,16,24,32,16
25103,13,16,21,25,28,31,16
25102,4,9,16,17,18,31,7
25101,5,8,9,10,16,21,5
25100,12,16,17,25,30,31,16
